1000	1.3153957000e+06
11000	7.8988330000e+05
21000	4.5287090000e+05
31000	4.5265010000e+05
41000	4.7822490000e+05
51000	5.0854150000e+05
61000	5.1930850000e+05
71000	5.4971240000e+05
81000	5.7894990000e+05
91000	6.1667930000e+05
101000	6.4608310000e+05
111000	6.8496680000e+05
121000	7.5092080000e+05
131000	7.7133340000e+05
141000	7.5770420000e+05
151000	7.7828750000e+05
161000	7.9047080000e+05
171000	8.1901650000e+05
181000	8.8123760000e+05
191000	8.8344160000e+05
201000	9.2290000000e+05
211000	9.5240840000e+05
221000	9.7348320000e+05
231000	9.9902920000e+05
241000	1.0321500000e+06
251000	1.0601499000e+06
261000	1.0958500000e+06
271000	1.1231625000e+06
281000	1.1449332000e+06
291000	1.1769500000e+06
301000	1.2028166000e+06
311000	1.2242001000e+06
321000	1.2705832000e+06
331000	1.3014915000e+06
341000	1.3195291000e+06
351000	1.3663915000e+06
361000	1.4350332000e+06
371000	1.4303293000e+06
381000	1.4750334000e+06
391000	1.4784084000e+06
401000	1.5149334000e+06
411000	1.5514914000e+06
421000	1.5606250000e+06
431000	1.6003000000e+06
441000	1.6324002000e+06
451000	1.6411084000e+06
461000	1.6826582000e+06
471000	1.7011081000e+06
481000	1.7431624000e+06
491000	1.7574331000e+06
501000	1.8107958000e+06
511000	1.8154165000e+06
521000	1.8572291000e+06
531000	1.9382667000e+06
541000	1.9993417000e+06
551000	2.0052793000e+06
561000	2.0559167000e+06
571000	2.1097750000e+06
581000	2.0702209000e+06
591000	2.1424669000e+06
601000	2.1504916000e+06
611000	2.1691874000e+06
621000	2.1652417000e+06
631000	2.1876666000e+06
641000	2.2323834000e+06
651000	2.2557124000e+06
661000	2.3018082000e+06
671000	2.3016709000e+06
681000	2.4988247000e+06
691000	2.3508208000e+06
701000	2.3986626000e+06
711000	2.4017333000e+06
721000	2.4603249000e+06
731000	2.4650376000e+06
741000	2.4948498000e+06
751000	2.5008165000e+06
761000	2.5633752000e+06
771000	2.6401167000e+06
781000	2.6152748000e+06
791000	2.6537832000e+06
801000	3.2205375000e+06
811000	2.7176001000e+06
821000	2.7742417000e+06
831000	2.9197373000e+06
841000	2.9423999000e+06
851000	2.9414957000e+06
861000	2.9688749000e+06
871000	3.0239500000e+06
881000	3.0226795000e+06
891000	3.0465168000e+06
901000	3.0651790000e+06
911000	3.0907126000e+06
921000	3.1139665000e+06
931000	3.2051748000e+06
941000	3.2030708000e+06
951000	3.2458833000e+06
961000	3.2388083000e+06
971000	3.2776833000e+06
981000	3.3475709000e+06
991000	3.3478624000e+06
